		e101597          e101624    0.006      0.002     0.000    0.035     0.048     0.032     0.118     0.132
		
		
		e101007          e100891    0.005      0.005     0.002    0.041     0.074     0.050     0.151     0.161
		e100891          e101007    0.012      0.005     0.002    0.026     0.024     0.028     0.064     0.075
		
		
		e101468          e100444    0.001      0.007     0.004    0.024     0.014     0.014     0.037     0.043
		e100444          e101468    0.010      0.007     0.004    0.051     0.013     0.018     0.034     0.041
		
		
		e100890          e100643    0.002      0.005     0.002    0.007     0.004     0.005     0.017     0.022
		e100643          e100890    0.002      0.005     0.002    0.061     0.034     0.029     0.080     0.089
		
		
		e101502          e100577    0.007      0.012     0.007    0.031     0.033     0.030     0.074     0.083
		e100577          e101502    0.013      0.012     0.007    0.040     0.030     0.036     0.063     0.073
		
		
		e101519          e101376    0.005      0.008     0.004    0.053     0.041     0.036     0.092     0.101
		e101376          e101519    0.004      0.008     0.004    0.011     0.008     0.009     0.025     0.032
		
		
		e101549          e100587    0.004      0.006     0.002    0.051     0.037     0.025     0.094     0.103
		e100587          e101549    0.003      0.006     0.002    0.010     0.008     0.008     0.028     0.035
		
		
		e101544          e100616    0.005      0.015     0.008    0.037     0.055     0.046     0.112     0.123
		e100616          e101544    0.012      0.015     0.008    0.064     0.025     0.026     0.058     0.069
		
		
		e101014          e100640    0.002      0.009     0.003    0.054     0.066     0.038     0.154     0.165
		e100640          e101014    0.007      0.009     0.003    0.028     0.015     0.014     0.046     0.058
		
		
		e101574          e100916    0.010      0.016     0.008    0.090     0.088     0.051     0.180     0.190
		e100916          e101574    0.012      0.016     0.008    0.034     0.023     0.024     0.056     0.068
		
		
		e101566          e100824    0.000      0.001     0.000    0.014     0.015     0.011     0.047     0.052
		e100824          e101566    0.001      0.001     0.000    0.004     0.002     0.002     0.011     0.015
		
		
		e100926          e100588    0.000      0.000     0.000    0.012     0.004     0.003     0.018     0.023
		e100588          e100926    0.001      0.000     0.000    0.025     0.011     0.010     0.039     0.045
		e100953          e100926    0.034      0.014     0.008    0.175     0.102     0.099     0.159     0.171
		e100926          e100953    0.013      0.014     0.008    0.092     0.053     0.051     0.100     0.111
		e100986          e100953    0.002      0.005     0.002    0.038     0.041     0.028     0.100     0.110
		e100953          e100986    0.005      0.005     0.002    0.023     0.016     0.015     0.047     0.058
		
		
		e101571          e101501    0.007      0.018     0.009    0.044     0.056     0.035     0.119     0.130
		e101501          e101571    0.009      0.018     0.009    0.032     0.024     0.024     0.058     0.070
		
		
		e100335          e100330    0.031      0.006     0.006    0.187     0.042     0.079     0.060     0.066
		e100330          e100335    0.004      0.006     0.006    0.057     0.016     0.031     0.025     0.029 
		
		
		e100897          e100843    0.013      0.006     0.004    0.066     0.055     0.064     0.094     0.102
		e100843          e100897    0.018      0.006     0.004    0.086     0.035     0.046     0.067     0.076
		
		
		e101577          e101374    0.001      0.003     0.001    0.035     0.048     0.028     0.124     0.132
		e101374          e101577    0.001      0.003     0.001    0.005     0.002     0.002     0.012     0.017
		
		
		e100917          e100316    0.013      0.013     0.010    0.150     0.098     0.095     0.152     0.159
		e101348          e100316    0.015      0.009     0.008    0.147     0.056     0.068     0.080     0.087
		e100316          e100917    0.012      0.013     0.010    0.016     0.007     0.013     0.023     0.029
		e100316          e101348    0.030      0.009     0.008    0.041     0.029     0.053     0.053     0.060
		
		
		e101417          e100281    0.002      0.007     0.005    0.026     0.025     0.026     0.049     0.054
		e100281          e101417    0.013      0.007     0.005    0.025     0.011     0.024     0.031     0.038
		
		
		e101162          e100838    0.013      0.010     0.008    0.045     0.017     0.027     0.037     0.043
		e100838          e101162    0.005      0.010     0.008    0.035     0.028     0.035     0.048     0.054
		
		
		e100551          e100525    0.002      0.004     0.002    0.018     0.012     0.013     0.033     0.040
		e100525          e100551    0.001      0.004     0.002    0.020     0.010     0.011     0.029     0.035
		
		
		e100875          e100691    0.007      0.003     0.001    0.021     0.010     0.011     0.036     0.045
		e100691          e100875    0.003      0.003     0.001    0.037     0.061     0.045     0.137     0.145
		
		
		e101540          e101359    0.004      0.004     0.002    0.081     0.064     0.052     0.125     0.132
		e101359          e101540    0.005      0.004     0.002    0.012     0.007     0.011     0.026     0.033
		
		
		e100870          e100486    0.003      0.009     0.006    0.029     0.019     0.021     0.041     0.047
		e100486          e100870    0.027      0.009     0.006    0.110     0.049     0.068     0.083     0.092
		e101170          e100870    0.027      0.008     0.006    0.045     0.038     0.059     0.070     0.078
		e100870          e101170    0.019      0.008     0.006    0.107     0.072     0.085     0.111     0.119
		
		
		e101176          e100793    0.008      0.005     0.004    0.045     0.017     0.031     0.033     0.039
		e100793          e101176    0.006      0.005     0.004    0.028     0.021     0.034     0.039     0.044
		
		
		e101369          e100593    0.003      0.005     0.003    0.025     0.012     0.014     0.031     0.038
		e101285          e100701    0.006      0.010     0.004    0.010     0.004     0.004     0.017     0.024
		e100701          e101285    0.002      0.010     0.004    0.084     0.098     0.055     0.209     0.216
		e100593          e101369    0.001      0.005     0.003    0.011     0.008     0.009     0.023     0.028
		
		
		e101398          e101321    0.017      0.008     0.005    0.073     0.072     0.078     0.116     0.123
		e101321          e101398    0.005      0.008     0.005    0.026     0.011     0.015     0.027     0.033
		
		
		e101024          e100942    0.000      0.010     0.003    0.015     0.067     0.025     0.193     0.203
		e100942          e101024    0.013      0.010     0.003    0.031     0.012     0.012     0.044     0.060
		
		
		e101555          e101276    0.000      0.000     0.000    0.005     0.004     0.003     0.020     0.023
		e101560          e101276    0.002      0.007     0.003    0.075     0.055     0.042     0.121     0.128
		e101276          e101555    0.002      0.000     0.000    0.010     0.001     0.001     0.012     0.015
		e101629          e101555    0.031      0.022     0.008    0.141     0.428     0.254     0.540     0.533
		e101276          e101560    0.011      0.007     0.003    0.028     0.008     0.012     0.031     0.039
		e101555          e101629    0.030      0.022     0.008    0.058     0.065     0.057     0.123     0.146
		
		
		e101505          e101503    0.012      0.014     0.008    0.099     0.056     0.052     0.106     0.117
		e101503          e101505    0.018      0.014     0.008    0.083     0.060     0.060     0.107     0.119
		
		
		e101540          e101359    0.004      0.004     0.002    0.081     0.064     0.052     0.125     0.132
		e101359          e101540    0.005      0.004     0.002    0.012     0.007     0.011     0.026     0.033
		
		
		e100870          e100486    0.003      0.009     0.006    0.029     0.019     0.021     0.041     0.047
		e100486          e100870    0.027      0.009     0.006    0.110     0.049     0.068     0.083     0.092 
		e101170          e100870    0.027      0.008     0.006    0.045     0.038     0.059     0.070     0.078
		e100870          e101170    0.019      0.008     0.006    0.107     0.072     0.085     0.111     0.119
		
		
		e101201          e100902    0.010      0.007     0.005    0.058     0.013     0.023     0.034     0.041
		e100902          e101201    0.003      0.007     0.005    0.040     0.026     0.028     0.054     0.061
		
		
		e100350          e100166    0.001      0.005     0.005    0.028     0.012     0.025     0.017     0.019
		e100350          e100338    0.015      0.011     0.009    0.055     0.025     0.052     0.042     0.049
		e100166          e100350    0.001      0.005     0.005    0.009     0.006     0.011     0.013     0.016
		e100338          e100350    0.002      0.011     0.009    0.016     0.016     0.022     0.028     0.032
		
		
		e101093          e100464    0.003      0.005     0.004    0.007     0.006     0.009     0.017     0.021
		e100464          e101093    0.000      0.005     0.004    0.019     0.007     0.009     0.015     0.018
		
		
		e100494          e100399    0.001      0.009     0.006    0.018     0.010     0.012     0.025     0.030
		e100399          e100494    0.008      0.009     0.006    0.037     0.020     0.030     0.041     0.048
		
		
		e100889          e100842    0.023      0.013     0.009    0.113     0.067     0.076     0.105     0.114
		e100842          e100889    0.031      0.013     0.009    0.094     0.062     0.084     0.099     0.110
		
		
		e100481          e100093    0.002      0.008     0.008    0.039     0.033     0.045     0.046     0.049
		e100093          e100481    0.018      0.008     0.008    0.061     0.013     0.026     0.041     0.048 
		
		
		
		
		
M4<-c(e100248,e100505,e100225,e100304,e100452,e100624,e100199,e100523,e100191,e100455,e101134,e100210,e101246,e100364,
e100750,e101123,e100685,e100535,e100446,e100568,e100213,e101336,e101114,e101587,e100370,e101002,e100884,e101536,
e100255,e100205,e101484,e101121,e101624,e101597,e101007,e100891,e101468,e100444,e100890,e100643,e101502,e100577,
e101519,e101376,e101549,e100587,e101544,e100616,e101014,e100640,e101574,e100916,e101566,e100824,e100926,e100588,
e100953,e100986,e101571,e101501,e100335,e100330,e100897,e100843,e101577,e101374,e100917,e101348,e100316,e101417,
e100281,e101162,e100838,e100551,e100525,e100875,e100691,e101540,e101359,e100870,e100486,e101170,e101176,e100793,
e101369,e101285,e100701,e100593,e101398,e101321,e101024,e100942,e101555,e101560,e101276,e101629,e101505,e101503,
e101540,e101359,e100870,e100486,e101170,e101201,e100902,e100350,e100166,e100338,e101093,e100464,e100494,e100399,
e100889,e100842,e100481,e100093)



		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		



		
